Vehicle ID,Position,Speed (km/h),Data Transfer Rate (Mbps),Connection Duration (s),Traffic Density (%),Network Load (Mbps),Latency (ms),Throughput (Mbps),Signal Strength (dBm),Intrusion Detected,Anomaly Score,Encryption Status,Intrusion Type,Resource Allocation (Mbps),Optimization Status
V00030,"(-8.379631967658966, 56.142402929153945)",17.866859565858842,2.9707897883872034,62,91.84678624282215,42.317929897224346,47.22506065351708,13.578853193690483,-56.829338287187866,1,0.31925913718988463,Yes,DoS,22.77975857005971,1
V00031,"(-12.073300045174847, -79.4796683957722)",47.76885958782407,2.843253455543435,94,21.067179316523532,7.269515679536697,74.10470793772978,15.12852981934671,-77.95188181366962,1,0.09685878907878098,No,MITM,9.210046197456412,0
V00032,"(75.61466376066696, -8.84751303425162)",51.708204472434794,6.767060947533255,68,5.115745008471883,60.23204707805627,92.79746270483137,6.90805475945815,-61.4565770544142,1,0.7376999951653292,No,None,21.593849706805663,0
V00033,"(-15.504227600557158, 61.02630606377585)",69.19954497283331,2.843640639850599,56,4.650070041373544,12.234093543393564,50.9294719535626,6.128985602761448,-66.26674801235785,1,0.052371195270371595,Yes,Data Exfiltration,29.03812368683556,0
V00034,"(-34.96504138647859, -154.3428071040863)",81.61998573381057,2.7185666865566778,76,88.39025227598783,15.624548359232316,47.2607368482835,11.301910284416492,-62.11109012520045,0,0.020005608728013935,No,DoS,21.899810323021534,1
V00035,"(-4.203169647184623, 27.10094840696351)",51.72351177025408,4.303801148957573,69,40.15197868755804,46.71901836965945,37.35849659815773,17.208182361905692,-56.709883791667224,1,0.0595129120414255,No,DoS,16.283541268024436,0
V00036,"(87.93717920293014, 92.9755385750039)",87.4883740227175,6.668633221421506,43,6.095891622025884,36.63858573452451,21.37175656202718,3.5416533170608875,-62.6501477350993,0,0.45691819553932855,No,Data Exfiltration,28.8454716826066,1
V00037,"(-11.499055685824288, 71.8234184216451)",62.311200615421384,8.283761644998172,75,54.71683156785726,32.5412784826435,16.356318115630522,13.507478438613452,-53.52101691179939,0,0.677285185247493,Yes,DoS,1.9959540017281618,1
V00038,"(-36.67344210801838, 59.06739798877365)",84.35030826197196,8.745659478867294,36,70.89553598081024,46.040261123801244,86.73159929422089,7.485962178160665,-69.59229983325264,1,0.8653481634035148,No,DoS,30.75637585425584,1
V00039,"(80.22497343433125, 141.12941388672806)",48.0805978010052,9.45320014295221,59,65.17843485446824,74.70848542592154,79.23662606987544,16.381626664490646,-41.12419419118324,0,0.8594866767765472,Yes,MITM,3.8035537856601076,1
V00040,"(14.190043066240307, 93.73156137934797)",40.01990917798571,5.263724763717742,84,81.43271148369541,72.7050475781919,37.55291152048096,9.356213349910954,-45.9241895435851,1,0.2527419056893121,No,MITM,30.912146392337565,1
V00041,"(-15.663998144786532, 100.30022029215996)",25.9833567996017,9.146287570582471,71,81.85763402607668,44.109373588520405,11.772463509801279,11.522258359211808,-41.09114555797013,1,0.20740927103568196,No,Data Exfiltration,29.009216482798767,1
V00042,"(-12.829638502964215, 50.39538650871302)",61.66567646257246,2.876619470820374,44,43.84958703195948,30.117062769002402,49.815269866877706,9.156985730799937,-71.78854067031438,0,0.7593615144782896,Yes,Data Exfiltration,35.96338768626975,0
V00043,"(2.300656750230246, 120.79049039468435)",54.97564179671163,2.8656154179315623,104,47.20199443033838,45.71837550039619,36.980098373441464,19.77554360513357,-78.70635809424253,1,0.7365944457443226,No,None,26.17344524474753,0
V00044,"(47.475132505746814, -117.53881416861944)",91.50026033720053,5.729718737681469,6,92.29319843224307,71.12761156661728,60.15989905669117,17.45147780336742,-73.10959178504068,1,0.8591684719588212,Yes,MITM,0.5742515704305007,1
V00045,"(3.67653116426645, 27.726847020151894)",46.13698008278809,1.4740766075653593,77,5.525847796267291,58.622411574439525,41.855490982368494,18.74589168575829,-62.51577799762976,0,0.21903908079619072,No,Data Exfiltration,28.081063266529178,1
V00046,"(-14.977994559876947, 171.39297977918488)",87.71550761359644,9.120254339652785,109,28.02900778187424,12.81602450267293,85.24790941284157,1.6758608382719624,-76.81722637873142,1,0.5137402570690524,No,MITM,34.08676306703738,0
V00047,"(-52.882131207276544, 62.10455677896812)",46.6749634194188,1.237300857037372,43,88.16870282466314,30.70500250049356,26.991422174878846,12.9922031799489,-53.02034994701875,0,0.6134606857506542,Yes,None,42.25920593431569,1
V00048,"(-26.210764447821205, 51.91848542339059)",51.33042003453126,0.7673006705292826,115,17.028131565669803,33.18645054992251,42.75466446810669,17.48024663671216,-59.27645953305934,1,0.6355891368733992,No,DoS,31.865933364766352,1
V00049,"(40.25234727972415, -0.9629273988936973)",100.61808983988223,1.6020267487920807,6,26.96685677585302,87.7643188962484,54.43115787862703,10.07453294111709,-51.275308787360245,0,0.8057285941951208,Yes,None,38.74559902854278,1
V00050,"(52.61039803766607, -76.48770397745481)",86.55526262437729,7.922362762091306,115,49.7918692746952,21.848276252537612,10.478308066549914,10.329297458219655,-45.718087435908075,1,0.2247858610039648,No,None,47.435503521829496,0
V00051,"(16.940725627667206, 12.433858745533229)",55.82830332187661,1.4227170281092922,97,89.58785044171817,26.602783995175383,37.55773638153684,10.983996404863746,-44.409056840843306,1,0.9943286946261684,No,None,26.63961384078401,0
V00052,"(-62.66395387751135, -80.62672932617387)",115.25888098756714,6.22204473651829,9,40.05686900500803,14.668104254626313,17.554352000035117,9.267420578689958,-62.48745135294122,0,0.9330696842937292,No,Data Exfiltration,26.134814811859403,0
V00053,"(-48.31409088378932, -25.340713413544847)",116.6505446885419,5.048986579541038,10,33.08751680793548,18.17909333875205,13.070858206097535,4.7877941588730035,-65.95068136297101,0,0.16526397891265932,Yes,None,19.4264967755794,1
V00054,"(-39.16307075472047, -27.94824009793797)",101.08678929085139,4.990318076760128,20,4.921419639597657,97.45079008318005,41.28930209056297,7.180483110793176,-45.220314342303254,0,0.17264760092482911,Yes,Data Exfiltration,29.705111774613517,1
V00055,"(57.40650924356365, 171.61121152337512)",47.665608267757634,4.173641204992444,39,48.06323927648102,67.9988455300141,20.32362469547795,7.7058256538431396,-71.58715810218972,1,0.5924679590072436,No,None,7.0992274590591595,0
V00056,"(-84.71108931776001, 40.95450369782847)",35.641204547722104,4.749655894570162,101,61.35643086279118,74.58547513143982,20.910363782702582,3.3001921752504497,-52.15159151106527,0,0.6014229629584501,No,MITM,46.892919076519824,0
V00057,"(-3.3404201498583888, 11.327659957629038)",91.9707045477702,1.3267474888262671,42,69.49809478501754,81.98624326259059,19.72356095275051,18.75704476899706,-42.712531476745646,0,0.5857827589364157,Yes,DoS,39.88286431708517,1
V00058,"(-26.55615675537527, -121.87859837760615)",12.58476683083751,0.6329523371892137,35,11.285356532496671,2.008665961093814,19.918244028003002,3.615973033298156,-44.319799844644116,1,0.4450862927760083,Yes,Data Exfiltration,5.360090496646475,0
V00059,"(-34.04865412671055, -170.50742336982)",119.7928708636572,9.960852171242479,28,19.137446707661677,17.974976471806325,83.52134705527754,2.7020504440321775,-52.86329721120238,1,0.07177907452826793,Yes,Data Exfiltration,11.467002075357497,0
V00060,"(35.826762459322865, 94.1794689417369)",77.6083660665354,6.534523933721769,8,74.84035271220581,77.44513852825278,96.12287011948789,16.602178611971926,-59.84878433651211,0,0.38042439720908383,No,MITM,5.816534156163278,0
V00061,"(1.7081290195361731, 94.8536508100072)",103.98119085754279,4.064336600608872,111,90.4786482401158,13.48114646426637,52.624129495007296,12.756827646051798,-42.774842236835255,1,0.056873448420255435,No,DoS,15.001317900087225,0
V00062,"(-75.83688328948391, -107.5449258732218)",42.603295786366736,1.0756661574264277,8,17.982836637418554,41.600199301144634,19.884795841604042,16.280218201545665,-44.83417828728562,1,0.3460746826770916,Yes,Data Exfiltration,0.14619982202782045,0
V00063,"(66.69840255771953, 77.82122138754141)",53.21796000643939,6.332823389580732,29,11.600366357522606,81.54817925391686,29.14084061637341,5.599037240802025,-77.99877035846441,0,0.576136145313234,No,None,15.626548177120503,0
V00064,"(47.44777362557619, 38.90879647482035)",50.32925131720162,8.8626765053548,71,6.413716669559754,0.8726548074847851,75.32097343197185,2.1907915845111994,-44.619751320876304,1,0.2507673952272046,No,DoS,24.30744742188497,1
V00065,"(77.88639599203526, -43.85338521852984)",106.1833912886379,4.9130703015223975,55,93.03515821857124,31.91988326068216,54.8970226016388,16.876553469449714,-49.77870339170785,1,0.2570396718959702,Yes,Data Exfiltration,34.48524718339201,1
V00066,"(49.530981457889965, -148.44377319402304)",37.824443775539585,0.940474880739097,34,76.99248632905761,57.708207309232115,81.67697388706411,13.908101062724715,-57.16112615362063,0,0.008894568487309962,Yes,DoS,9.137171814861722,0
V00067,"(50.84952122196657, -122.63304051290388)",17.726860415979353,8.079830097629205,75,27.302348640864814,8.490146469968707,82.7539149117457,1.8712910321492568,-56.69872752302312,0,0.4406454292790857,No,MITM,4.96998978529119,1
V00068,"(42.09101270501324, 125.30661839602698)",78.84301588485141,9.51753939158162,28,76.49134737100471,4.458196353744171,83.96229677922439,9.36402030203087,-62.06563526489806,0,0.45805403222554364,No,None,40.92245794812108,0
V00069,"(78.92039327120233, 51.14623560145691)",91.75028673013986,6.173434299248422,15,89.54467676405358,8.136969303102049,88.62888876814836,19.150977597020766,-74.53101944030348,1,0.4603762723935817,Yes,DoS,25.75014571207993,0
V00070,"(-10.276779049678339, -115.96285189073726)",87.78347505397771,5.0842828350258085,31,6.936810308784381,56.85921573474722,96.88058813034269,10.625129521995516,-41.69021695454603,1,0.5837213283977705,No,Data Exfiltration,36.35979457660318,0
V00071,"(-2.662746094965044, 24.960425453697724)",9.387334724471046,9.074713754790046,89,90.64685961263267,68.61928964900457,17.977431539308707,19.285904430416252,-72.79804987559709,0,0.34496390477272765,Yes,DoS,4.051907083622874,1
V00072,"(-85.76091617087098, 148.0140870777414)",63.40139222499607,5.832010143087329,41,6.2524283324269625,42.93022297268592,10.519076643440727,2.8521611969375913,-73.42167938968942,1,0.3579491336449595,No,DoS,14.501660765343416,0
V00073,"(-43.870712640471666, -1.4342306607815658)",79.35034783630879,5.215378693903284,9,43.472918489171676,74.24275474509024,97.71205250361712,15.974189706972838,-42.02724066074096,1,0.29512478064691905,No,DoS,45.07057805234345,1
V00074,"(46.02039419192852, 174.6249969060765)",87.89977142118202,3.7872116962082862,109,57.40413708376477,43.52981087540114,27.05976678447578,19.55612402302609,-46.58655412789919,1,0.41786412560759256,No,DoS,12.878416734661291,0
V00075,"(-67.14477854111189, 0.5379213669210117)",101.1430690905567,1.735345279981128,99,90.57323175899218,45.97403464369917,99.36741830805828,4.414518616213698,-53.48886961997349,0,0.5605216909213052,Yes,Data Exfiltration,31.339878879245227,0
V00076,"(30.354386836016317, -17.335912095379314)",16.90863759608332,4.000437223765007,24,81.42486407965674,61.93681301409064,46.447127210687164,8.405687377946846,-75.27295832311489,1,0.6823585300255578,No,Data Exfiltration,12.352030442751062,0
V00077,"(28.3517692800734, 2.7448558431427443)",48.46158910156801,7.147669623250286,109,22.707088018181366,44.48945053693096,74.22303833612843,15.849801227444487,-68.46963436770133,0,0.2919195058823917,Yes,Data Exfiltration,38.11188944671497,1
V00078,"(80.17924818925164, -165.96308195877486)",91.76164807908548,4.370880065826967,78,27.35149133324771,61.579438540317575,16.730291583296435,9.975860295850232,-40.243281142206214,1,0.7911465084463546,No,None,22.46226234627371,0
V00079,"(63.18302976334172, 49.590487952226084)",21.825529916943232,8.503757073459944,87,36.25507005559202,95.26738431811665,69.22182403219267,15.49271758409534,-52.05058117629403,0,0.6505076187467246,Yes,DoS,31.52896991988794,0
V00080,"(82.50875808475118, 57.40646170107712)",29.69161051827467,9.057320290530312,95,23.396807054640167,16.303217503818058,26.834428157698436,10.172605266221849,-59.65990120264193,1,0.5939737280114803,No,None,45.27232363767469,1
V00081,"(38.440362299937846, 50.86277327102161)",115.43196413669773,7.993230298624842,92,72.0990213362206,42.569426418092995,88.7369536447175,10.316208545843027,-66.84428946683049,0,0.11468261459253914,No,None,20.39199695670045,0
V00082,"(-31.232859953245587, -165.51893567779277)",79.62733620455354,5.149225522267482,26,92.09288765144257,48.04933569967348,92.32572417942829,17.572527286212978,-40.228820349184915,1,0.6648619467510555,Yes,MITM,4.411476127191638,1
V00083,"(59.53757837077171, -75.58064250503423)",37.36120340261192,9.506781707540222,9,3.537019167694544,82.37378886600935,43.34670329991043,14.282358268114429,-50.5181225663649,1,0.34670749990678795,Yes,DoS,13.822417769305861,1
V00084,"(-59.42566589707006, -107.42505427503963)",96.92009405031224,3.1154435073585725,115,36.298928981561154,16.525511165409178,21.467866503797776,12.621193767462914,-54.33384097875806,1,0.9055039665896409,No,Data Exfiltration,26.4639468336132,1
V00085,"(-79.39368862461694, -86.3890528096465)",18.192432906090662,7.600390566431645,88,72.1970784419929,43.08065105584746,13.701045955871663,11.645776908056222,-40.369458724334976,0,0.9130369261543689,No,Data Exfiltration,31.624448284616662,0
V00086,"(-21.714427268260238, -111.22815546078695)",49.98533439229291,5.094764114277641,74,85.19724137246249,58.397576471546905,81.05143445117679,9.319353264969507,-68.06809496512136,1,0.8940165645276705,Yes,DoS,1.6919387091411664,1
V00087,"(-30.122730214144305, -178.5001910057841)",101.95730380205995,8.181688428967988,48,4.2219860764816435,64.372324143958,65.30449271102738,5.398531761312149,-47.35854408589804,1,0.7789484510611598,No,DoS,31.916050907281885,0
V00088,"(87.47157247152134, 159.1645059661522)",56.46756216263165,3.2323177171745483,18,58.301232351870134,18.401710202746546,22.130304289015964,18.57540152749692,-65.06808984383679,0,0.4397054171281559,Yes,MITM,33.011422612174655,1
V00089,"(32.35932825552898, -74.51093199454643)",87.56748626624314,8.92510533645398,28,88.03975023768099,13.793928840915582,37.72573626379345,10.98413590200807,-76.27892151463958,0,0.8236810670948909,No,Data Exfiltration,46.32858727391924,0
V00090,"(-54.219262384648594, -16.106909177181365)",1.421906936787507,9.234900132944222,52,62.756540572000084,72.6248814422255,53.50056148552915,2.296478459007818,-55.814649707838704,1,0.19454704449498206,Yes,DoS,9.6060395651202,0
V00091,"(57.7652522593381, 101.03809638107413)",26.927908941796893,1.1870000003977266,45,12.948155208015011,85.26535548228364,43.94444050214295,14.59828312074768,-46.42156261594417,1,0.05861536347638807,Yes,None,47.2950818895354,1
V00092,"(63.02371331780398, 25.706852800158032)",11.396051106947272,5.813691409710791,107,42.06905111712326,46.99408673012987,47.69000337540135,3.5647154168807518,-65.01194563485643,0,0.015256853412099813,Yes,Data Exfiltration,13.72298710488709,0
V00093,"(-28.240621501355257, -25.61176415717466)",52.00299725057191,6.944765832770493,42,3.1078723390997265,15.635188947643053,72.90808140148671,8.463573299568479,-67.29619622488731,0,0.011466731584242607,No,Data Exfiltration,22.12642605626392,0
V00094,"(-21.31436058129536, 169.5605247512758)",56.50720972093656,7.431543431115472,28,65.57415551266101,61.6097361821518,21.353562671184662,8.033394152851837,-70.83302128567979,1,0.9120943304648146,No,None,38.781060266806996,0
V00095,"(26.01117873847369, -106.87976766945656)",65.11109281115654,8.014210585186284,45,4.893650833978846,50.49127460415019,92.86694657956112,13.277238095196843,-46.32652426505968,1,0.46922606819649826,No,DoS,47.4149459403517,1
V00096,"(37.29974133554079, 123.14631979469868)",41.67522755864502,8.20972356403006,68,65.02617330479856,52.55313526659451,93.37763223476131,11.040261408666275,-62.50451093461706,1,0.7575022272048366,No,None,0.6202504680447529,0
V00097,"(35.98083191260419, 87.68570576105924)",89.6221317884997,8.549313102529654,35,26.7348643794556,44.35670955354092,20.55739328477606,16.750109240441127,-59.83317472147598,1,0.8841869240704822,No,Data Exfiltration,36.43740988321905,0
V00098,"(-35.939396413964324, -29.89117173836408)",36.64259752303697,8.666234271146664,112,69.25490209022813,46.49270605862068,48.1876589951116,1.8015326896753596,-60.52132467902654,1,0.2564915840947023,No,None,36.40244969102865,1
V00099,"(-51.18494134253081, 75.16273369658481)",15.149735013698056,4.618184245351561,36,29.959891391437598,73.95200128746635,21.489432157272013,1.8679696633074083,-47.59417409004629,1,0.5026045174358847,No,MITM,22.4725935064356,0
V00100,"(-72.26617543004288, 14.788220548159103)",84.97028763596974,5.286637431006811,52,99.24904381154893,24.4504968739244,95.84695923174982,14.193214754713244,-76.71028890437351,1,0.7989028305697133,Yes,DoS,3.1816407743569086,0
V00101,"(-59.489062328990926, -52.76036185875232)",67.8098955686028,4.970799943361849,67,94.33176174548507,8.058112887663127,62.78243949264666,16.53999113885547,-77.23654515707975,0,0.9207667087066456,No,Data Exfiltration,20.335304056574305,1
V00102,"(-18.804567224081794, -171.12272729786667)",13.858090273228871,9.6287086786773,56,76.97699294130209,78.11934200617492,33.152500129767866,5.284201716060565,-76.14919436595434,1,0.2743031085155344,Yes,DoS,33.20614412385792,0
V00103,"(9.855600913941785, 137.83658230597865)",2.865653079356898,0.8377505167510453,29,15.498659811650883,92.28508219574817,51.90948149259539,6.236427142731438,-43.77435310065255,0,0.9397779524129766,Yes,None,36.46437166179986,1
V00104,"(-61.19671707937101, 105.84571198822294)",108.25619198057049,8.286845895153036,17,94.28138825818043,86.54631955528754,62.75406436401563,12.87694658592751,-54.29522171773536,1,0.07626820361010156,Yes,DoS,49.21952414271657,0
V00105,"(63.15646226021221, -78.68251178427755)",1.5960020256870822,4.332180094344542,65,49.29741419764591,92.1271827606396,17.57682439222129,3.6848545866026727,-78.86714177528927,1,0.016135934032988075,No,DoS,48.06243830186116,0
V00106,"(-30.542943251924015, -22.87540315758261)",84.67076926391451,4.424005469645542,65,90.8315572157997,37.22009962613595,36.62842537637402,3.3274280754564325,-78.12605275017137,1,0.5204096809600285,Yes,DoS,27.856369843784528,0
V00107,"(-34.261189412037744, 25.318317196571854)",105.14888752088447,0.5350230299264502,31,81.24336856874662,10.994738145692528,96.78954684643796,11.336517191297538,-73.17623651946302,0,0.059359498247324005,Yes,Data Exfiltration,2.9619215007106403,1
V00108,"(-42.27950503716425, -18.61626651631488)",22.726805661742667,3.687703309667539,21,9.047954580228101,3.057226878999708,44.20066467335696,6.468931327012037,-77.40058868260336,0,0.3360847057275427,Yes,MITM,33.393307005622255,0
V00109,"(59.41947866946455, 90.70438327578023)",106.87359668238044,5.1826238461579175,7,4.0998315752638455,77.6954673151997,77.50025054326748,8.110719895197343,-71.65216793457175,0,0.7512704519978475,Yes,Data Exfiltration,47.16286151379968,1
V00110,"(-3.514674193314761, -73.60071617270606)",92.8690088328819,4.516412462257961,111,45.744729939494825,69.5867857999261,99.46384403975071,16.54944614861536,-67.33300648958954,0,0.5763689811234999,No,None,5.906650164763866,1
V00111,"(-27.34084842767539, 55.38874204451585)",87.24836021180795,8.116737920344912,30,95.29114517546451,63.14435802204385,81.0999491694295,14.553422080554636,-48.56924660129497,0,0.08764359255807685,No,DoS,21.856937016550436,1
V00112,"(13.074900767848348, -119.1042606627273)",47.50596627359416,2.8673892654180873,81,83.14891322978292,51.500741315866286,82.79935771962155,16.435054630394294,-61.21007315701783,0,0.3000652563731868,No,MITM,17.729785016745964,0
V00113,"(82.86690444082757, -44.357810479595855)",43.97233221833005,3.1371819681514994,28,17.080877629783608,58.2086643532674,82.54072530780259,7.754784451700106,-55.10184547183705,1,0.3291344380383855,No,Data Exfiltration,37.91180484945146,1
V00114,"(-89.30119754735162, -79.59138517639165)",73.28255392352617,2.71968168688358,66,18.98828748059517,51.007812227607566,19.11413877112213,12.531990919372458,-78.64730812090163,0,0.007885530181494294,Yes,MITM,21.551084472017667,1
V00115,"(34.96950013444615, 106.4531827285914)",2.4046844742594464,5.193234859766772,22,23.334125486805167,8.64036480066156,47.27840095402876,5.363777480009273,-65.46860478156376,1,0.28478403277375386,No,Data Exfiltration,42.150423991890044,1
V00116,"(-74.58336386637555, 124.67670401025435)",45.26836242426133,8.542632444370955,119,24.50544445563573,48.28049461406303,79.0832191367463,16.258764705777672,-66.99987127994834,0,0.4104228957280559,No,DoS,5.3129407427278394,1
V00117,"(47.82977425434254, -69.66610060550896)",29.72617951197642,6.111622684596105,53,32.07337786077081,27.028577755642893,21.219571612404337,14.260721024110563,-76.17601291513174,1,0.21560217725134245,Yes,MITM,28.682726967139455,1
V00118,"(60.87019285113624, 156.16201291521998)",1.032900223653841,1.9721475054420992,74,4.1970037012394545,82.44976810395134,78.98284524395143,3.6309079503050175,-58.84100199384118,1,0.6431741944136582,Yes,None,41.930776507032306,0
V00119,"(31.273276175070393, -114.30685709657315)",27.674857609206413,6.333721233748371,55,19.472463353827372,96.29748181940708,21.241065544267485,6.1115573838462804,-68.23614259550706,0,0.33271164022255895,No,Data Exfiltration,5.185435589537152,1
V00120,"(78.50084445966817, 128.92306727696894)",29.854332717151713,4.995709560980972,94,29.610945826737233,85.66164467133412,33.60979443653258,2.3243188147857503,-73.21718737976391,0,0.18433825392307135,No,DoS,12.702000523630591,1
